"Edo","Nombre_Indicador","Indicador","Fecha"
"Sonora","Credencializados en el estado",85.12,2005
"Tabasco","Credencializados en el estado",94.83,2005
"Tamaulipas","Credencializados en el estado",83.75,2005
"Tlaxcala","Credencializados en el estado",91.58,2005
"Veracruz","Credencializados en el estado",89.41,2005
"Yucatán","Credencializados en el estado",86.63,2005
"Zacatecas","Credencializados en el estado",86.65,2005
"Nacional","Credencializados en el estado",87.4,2006
"Aguascalientes","Credencializados en el estado",87.97,2006
"Baja California","Credencializados en el estado",81.29,2006
"Baja California Sur","Credencializados en el estado",71.54,2006
"Campeche","Credencializados en el estado",87.22,2006
"Coahuila","Credencializados en el estado",86.56,2006
"Colima","Credencializados en el estado",84.7,2006
"Chiapas","Credencializados en el estado",89.79,2006
"Chihuahua","Credencializados en el estado",83.79,2006
"Ciudad de México","Credencializados en el estado",89.6,2006
"Durango","Credencializados en el estado",87.75,2006
"Guanajuato","Credencializados en el estado",86.64,2006
"Guerrero","Credencializados en el estado",88.6,2006
"Hidalgo","Credencializados en el estado",87.94,2006
"Jalisco","Credencializados en el estado",85.93,2006
"México","Credencializados en el estado",85.56,2006
"Michoacán","Credencializados en el estado",88.54,2006
"Morelos","Credencializados en el estado",87.41,2006
"Nayarit","Credencializados en el estado",89.9,2006
"Nuevo León","Credencializados en el estado",84.84,2006
"Oaxaca","Credencializados en el estado",92.26,2006
"Puebla","Credencializados en el estado",88.52,2006
"Querétaro","Credencializados en el estado",87.39,2006
"Quintana Roo","Credencializados en el estado",79.26,2006
"San Luis Potosí","Credencializados en el estado",88.93,2006
"Sinaloa","Credencializados en el estado",88.75,2006
"Sonora","Credencializados en el estado",88.61,2006
"Tabasco","Credencializados en el estado",93.66,2006
"Tamaulipas","Credencializados en el estado",85.73,2006
"Tlaxcala","Credencializados en el estado",86.48,2006
"Veracruz","Credencializados en el estado",91.65,2006
"Yucatán","Credencializados en el estado",85.86,2006
"Zacatecas","Credencializados en el estado",90.3,2006
"Nacional","Credencializados en el estado",89.8,2008
"Aguascalientes","Credencializados en el estado",92.38,2008
"Baja California","Credencializados en el estado",86.19,2008
"Baja California Sur","Credencializados en el estado",79.73,2008
"Campeche","Credencializados en el estado",89.97,2008
"Coahuila","Credencializados en el estado",90.64,2008
"Colima","Credencializados en el estado",86.72,2008
"Chiapas","Credencializados en el estado",89.3,2008
"Chihuahua","Credencializados en el estado",89.32,2008
"Ciudad de México","Credencializados en el estado",91.85,2008
"Durango","Credencializados en el estado",90.49,2008
"Guanajuato","Credencializados en el estado",92.02,2008
"Guerrero","Credencializados en el estado",89.54,2008
"Hidalgo","Credencializados en el estado",88.78,2008
"Jalisco","Credencializados en el estado",90.91,2008
"México","Credencializados en el estado",87.66,2008
"Michoacán","Credencializados en el estado",87.98,2008
"Morelos","Credencializados en el estado",88.75,2008
"Nayarit","Credencializados en el estado",90.11,2008
"Nuevo León","Credencializados en el estado",93.07,2008
"Oaxaca","Credencializados en el estado",88.18,2008
"Puebla","Credencializados en el estado",88.28,2008
"Querétaro","Credencializados en el estado",89.41,2008
"Quintana Roo","Credencializados en el estado",82.66,2008
"San Luis Potosí","Credencializados en el estado",89.63,2008
"Sinaloa","Credencializados en el estado",91.34,2008
"Sonora","Credencializados en el estado",89.75,2008
"Tabasco","Credencializados en el estado",93.22,2008
"Tamaulipas","Credencializados en el estado",90.41,2008
"Tlaxcala","Credencializados en el estado",90.41,2008
"Veracruz","Credencializados en el estado",90.17,2008
"Yucatán","Credencializados en el estado",93.67,2008
"Zacatecas","Credencializados en el estado",91.16,2008
"Nacional","Credencializados en el estado",90.2,2009
"Aguascalientes","Credencializados en el estado",90.99,2009
"Baja California","Credencializados en el estado",87.11,2009
"Baja California Sur","Credencializados en el estado",88.19,2009
"Campeche","Credencializados en el estado",90.95,2009
"Coahuila","Credencializados en el estado",88.74,2009
"Colima","Credencializados en el estado",90.79,2009
"Chiapas","Credencializados en el estado",91.76,2009
"Chihuahua","Credencializados en el estado",90.69,2009
"Ciudad de México","Credencializados en el estado",91.35,2009
"Durango","Credencializados en el estado",89.33,2009
"Guanajuato","Credencializados en el estado",92.97,2009
"Guerrero","Credencializados en el estado",91.2,2009
"Hidalgo","Credencializados en el estado",87.06,2009
"Jalisco","Credencializados en el estado",90.28,2009
"México","Credencializados en el estado",87.86,2009
"Michoacán","Credencializados en el estado",88.63,2009
"Morelos","Credencializados en el estado",91.67,2009
"Nayarit","Credencializados en el estado",85.99,2009
"Nuevo León","Credencializados en el estado",91.99,2009
"Oaxaca","Credencializados en el estado",89.17,2009
"Puebla","Credencializados en el estado",89.46,2009
"Querétaro","Credencializados en el estado",89.98,2009
"Quintana Roo","Credencializados en el estado",87.4,2009
"San Luis Potosí","Credencializados en el estado",91.12,2009
"Sinaloa","Credencializados en el estado",89.2,2009
"Sonora","Credencializados en el estado",90.84,2009
"Tabasco","Credencializados en el estado",93.63,2009
"Tamaulipas","Credencializados en el estado",89.88,2009
"Tlaxcala","Credencializados en el estado",93.85,2009
"Veracruz","Credencializados en el estado",90.73,2009
"Yucatán","Credencializados en el estado",93.62,2009
"Zacatecas","Credencializados en el estado",93,2009
"Nacional","Credencializados en el estado",87.05,2011
"Aguascalientes","Credencializados en el estado",88.67,2011
"Baja California","Credencializados en el estado",83.39,2011
"Baja California Sur","Credencializados en el estado",78.08,2011
"Campeche","Credencializados en el estado",89.4,2011
"Coahuila","Credencializados en el estado",88.74,2011
"Colima","Credencializados en el estado",86.25,2011
"Chiapas","Credencializados en el estado",90.44,2011
"Chihuahua","Credencializados en el estado",88.77,2011
"Ciudad de México","Credencializados en el estado",88.43,2011
"Durango","Credencializados en el estado",88.01,2011
"Guanajuato","Credencializados en el estado",88.02,2011
"Guerrero","Credencializados en el estado",88.11,2011
"Hidalgo","Credencializados en el estado",88.38,2011
"Jalisco","Credencializados en el estado",87.8,2011
"México","Credencializados en el estado",83.73,2011
"Michoacán","Credencializados en el estado",85.58,2011
"Morelos","Credencializados en el estado",87.99,2011
"Nayarit","Credencializados en el estado",86.58,2011
"Nuevo León","Credencializados en el estado",86.1,2011
"Oaxaca","Credencializados en el estado",86.14,2011
"Puebla","Credencializados en el estado",86.86,2011
"Querétaro","Credencializados en el estado",87.92,2011
"Quintana Roo","Credencializados en el estado",85.37,2011
"San Luis Potosí","Credencializados en el estado",86.58,2011
"Sinaloa","Credencializados en el estado",84.42,2011
"Sonora","Credencializados en el estado",87.76,2011
"Tabasco","Credencializados en el estado",88.83,2011
"Tamaulipas","Credencializados en el estado",87.17,2011
"Tlaxcala","Credencializados en el estado",89.11,2011
"Veracruz","Credencializados en el estado",87.15,2011
"Yucatán","Credencializados en el estado",91.42,2011
"Zacatecas","Credencializados en el estado",89.16,2011
"Nacional","Credencializados en el estado",90.5,2012
"Aguascalientes","Credencializados en el estado",92.06,2012
"Baja California","Credencializados en el estado",88.94,2012
"Baja California Sur","Credencializados en el estado",87.09,2012
"Campeche","Credencializados en el estado",92.1,2012
"Coahuila","Credencializados en el estado",89.77,2012
"Colima","Credencializados en el estado",92.09,2012
"Chiapas","Credencializados en el estado",92.25,2012
"Chihuahua","Credencializados en el estado",91.83,2012
"Ciudad de México","Credencializados en el estado",91.67,2012
"Durango","Credencializados en el estado",92.25,2012
"Guanajuato","Credencializados en el estado",90.09,2012
"Guerrero","Credencializados en el estado",90.39,2012
"Hidalgo","Credencializados en el estado",88.49,2012
"Jalisco","Credencializados en el estado",91.57,2012
"México","Credencializados en el estado",87.95,2012
"Michoacán","Credencializados en el estado",89.73,2012
"Morelos","Credencializados en el estado",91.07,2012
"Nayarit","Credencializados en el estado",89.18,2012
"Nuevo León","Credencializados en el estado",90.4,2012
"Oaxaca","Credencializados en el estado",91.54,2012
"Puebla","Credencializados en el estado",90.15,2012
"Querétaro","Credencializados en el estado",88.71,2012
"Quintana Roo","Credencializados en el estado",88.45,2012
"San Luis Potosí","Credencializados en el estado",92.31,2012
"Sinaloa","Credencializados en el estado",88.81,2012
"Sonora","Credencializados en el estado",91.82,2012
"Tabasco","Credencializados en el estado",91.65,2012
"Tamaulipas","Credencializados en el estado",92.67,2012
"Tlaxcala","Credencializados en el estado",90.91,2012
"Veracruz","Credencializados en el estado",90.51,2012
"Yucatán","Credencializados en el estado",94.32,2012
"Zacatecas","Credencializados en el estado",93.24,2012
"Nacional","Credencializados en el estado",87.68,2014
"Aguascalientes","Credencializados en el estado",88.95,2014
"Baja California","Credencializados en el estado",86.5,2014
"Baja California Sur","Credencializados en el estado",88.62,2014
"Campeche","Credencializados en el estado",90.64,2014
"Coahuila","Credencializados en el estado",89.61,2014
"Colima","Credencializados en el estado",85.3,2014
"Chiapas","Credencializados en el estado",89.84,2014
"Chihuahua","Credencializados en el estado",88.96,2014
"Ciudad de México","Credencializados en el estado",86.57,2014
"Durango","Credencializados en el estado",88.93,2014
"Guanajuato","Credencializados en el estado",90.27,2014
"Guerrero","Credencializados en el estado",87.47,2014
"Hidalgo","Credencializados en el estado",86.41,2014
"Jalisco","Credencializados en el estado",87.86,2014
"México","Credencializados en el estado",83.75,2014
"Michoacán","Credencializados en el estado",86.69,2014
"Morelos","Credencializados en el estado",89.16,2014
"Nayarit","Credencializados en el estado",84.82,2014
"Nuevo León","Credencializados en el estado",86.95,2014
"Oaxaca","Credencializados en el estado",86.98,2014
"Puebla","Credencializados en el estado",87.17,2014
"Querétaro","Credencializados en el estado",90.41,2014
"Quintana Roo","Credencializados en el estado",86.36,2014
"San Luis Potosí","Credencializados en el estado",89.41,2014
"Sinaloa","Credencializados en el estado",87.63,2014
"Sonora","Credencializados en el estado",87.1,2014
"Tabasco","Credencializados en el estado",90.03,2014
"Tamaulipas","Credencializados en el estado",89.77,2014
"Tlaxcala","Credencializados en el estado",88.33,2014
"Veracruz","Credencializados en el estado",89.21,2014
"Yucatán","Credencializados en el estado",89.7,2014
"Zacatecas","Credencializados en el estado",90.15,2014
"Nacional","Credencializados en el estado",91.02,2015
"Nacional","Credencializados en el estado",91.54,2017
"Aguascalientes","Credencializados en el estado",89.93,2017
"Baja California","Credencializados en el estado",89.01,2017
"Baja California Sur","Credencializados en el estado",87.86,2017
"Campeche","Credencializados en el estado",91.2,2017
"Coahuila","Credencializados en el estado",91.2,2017
"Colima","Credencializados en el estado",91.74,2017
"Chiapas","Credencializados en el estado",94.41,2017
"Chihuahua","Credencializados en el estado",91.43,2017
"Ciudad de México","Credencializados en el estado",91.22,2017
"Durango","Credencializados en el estado",91.89,2017
"Guanajuato","Credencializados en el estado",93.78,2017
"Guerrero","Credencializados en el estado",94.15,2017
"Hidalgo","Credencializados en el estado",91.31,2017
"Jalisco","Credencializados en el estado",91.17,2017
"México","Credencializados en el estado",89.78,2017
"Michoacán","Credencializados en el estado",93.29,2017
"Morelos","Credencializados en el estado",89.86,2017
"Nayarit","Credencializados en el estado",89.64,2017
"Nuevo León","Credencializados en el estado",90.92,2017
"Oaxaca","Credencializados en el estado",92.75,2017
"Puebla","Credencializados en el estado",91.77,2017
"Querétaro","Credencializados en el estado",89.81,2017
"Quintana Roo","Credencializados en el estado",80.51,2017
"San Luis Potosí","Credencializados en el estado",93.67,2017
"Sinaloa","Credencializados en el estado",93.03,2017
"Sonora","Credencializados en el estado",91.06,2017
"Tabasco","Credencializados en el estado",95.14,2017
"Tamaulipas","Credencializados en el estado",93.95,2017
"Tlaxcala","Credencializados en el estado",91.53,2017
"Veracruz","Credencializados en el estado",91.6,2017
"Yucatán","Credencializados en el estado",92.72,2017
"Zacatecas","Credencializados en el estado",92.62,2017
"Nacional","Credencializados en la sección",74.8,2003
"Aguascalientes","Credencializados en la sección",75.41,2003
"Baja California","Credencializados en la sección",61.86,2003
"Baja California Sur","Credencializados en la sección",63.03,2003
"Campeche","Credencializados en la sección",70.75,2003
"Coahuila","Credencializados en la sección",70.62,2003
"Colima","Credencializados en la sección",68.95,2003
"Chiapas","Credencializados en la sección",76.46,2003
"Chihuahua","Credencializados en la sección",68.37,2003
"Ciudad de México","Credencializados en la sección",78.57,2003
"Durango","Credencializados en la sección",73.24,2003
"Guanajuato","Credencializados en la sección",79.83,2003
"Guerrero","Credencializados en la sección",71.31,2003
"Hidalgo","Credencializados en la sección",78.62,2003
"Jalisco","Credencializados en la sección",73.47,2003
"México","Credencializados en la sección",75.67,2003
"Michoacán","Credencializados en la sección",73.67,2003
"Morelos","Credencializados en la sección",79.15,2003
"Nayarit","Credencializados en la sección",78.53,2003
"Nuevo León","Credencializados en la sección",73.34,2003
"Oaxaca","Credencializados en la sección",77.14,2003
"Puebla","Credencializados en la sección",77.53,2003
"Querétaro","Credencializados en la sección",77.37,2003
"Quintana Roo","Credencializados en la sección",68.77,2003
"San Luis Potosí","Credencializados en la sección",71.02,2003
"Sinaloa","Credencializados en la sección",71.56,2003
"Sonora","Credencializados en la sección",75.89,2003
"Tabasco","Credencializados en la sección",78.91,2003
"Tamaulipas","Credencializados en la sección",70.47,2003
"Tlaxcala","Credencializados en la sección",80.48,2003
"Veracruz","Credencializados en la sección",76.26,2003
"Yucatán","Credencializados en la sección",76.05,2003
"Zacatecas","Credencializados en la sección",71.56,2003
"Nacional","Credencializados en la sección",74.4,2005
"Aguascalientes","Credencializados en la sección",72.52,2005
"Baja California","Credencializados en la sección",63.59,2005
"Baja California Sur","Credencializados en la sección",65.35,2005
"Campeche","Credencializados en la sección",74.21,2005
"Coahuila","Credencializados en la sección",71.93,2005
"Colima","Credencializados en la sección",69.08,2005
"Chiapas","Credencializados en la sección",76.79,2005
"Chihuahua","Credencializados en la sección",70.86,2005
"Ciudad de México","Credencializados en la sección",79.06,2005
"Durango","Credencializados en la sección",70.01,2005
"Guanajuato","Credencializados en la sección",78.76,2005
"Guerrero","Credencializados en la sección",66.28,2005
"Hidalgo","Credencializados en la sección",71.54,2005
"Jalisco","Credencializados en la sección",71.31,2005
"México","Credencializados en la sección",73.84,2005
"Michoacán","Credencializados en la sección",74.65,2005
"Morelos","Credencializados en la sección",78.83,2005
"Nayarit","Credencializados en la sección",71.74,2005
"Nuevo León","Credencializados en la sección",77.32,2005
"Oaxaca","Credencializados en la sección",80.34,2005
"Puebla","Credencializados en la sección",80.98,2005
"Querétaro","Credencializados en la sección",72.52,2005
"Quintana Roo","Credencializados en la sección",68.89,2005
"San Luis Potosí","Credencializados en la sección",70.52,2005
"Sinaloa","Credencializados en la sección",69.27,2005
"Sonora","Credencializados en la sección",72.02,2005
"Tabasco","Credencializados en la sección",87.52,2005
"Tamaulipas","Credencializados en la sección",71.45,2005
"Tlaxcala","Credencializados en la sección",82.78,2005
"Veracruz","Credencializados en la sección",70.91,2005
"Yucatán","Credencializados en la sección",75.56,2005
"Zacatecas","Credencializados en la sección",69.99,2005
"Nacional","Credencializados en la sección",74.7,2006
"Aguascalientes","Credencializados en la sección",77.51,2006
"Baja California","Credencializados en la sección",63.42,2006
"Baja California Sur","Credencializados en la sección",46.85,2006
"Campeche","Credencializados en la sección",73.58,2006
"Coahuila","Credencializados en la sección",76.77,2006
"Colima","Credencializados en la sección",61.28,2006
"Chiapas","Credencializados en la sección",77.89,2006
"Chihuahua","Credencializados en la sección",66.66,2006
"Ciudad de México","Credencializados en la sección",80.43,2006
"Durango","Credencializados en la sección",72.86,2006
"Guanajuato","Credencializados en la sección",73.52,2006
"Guerrero","Credencializados en la sección",74.48,2006
"Hidalgo","Credencializados en la sección",79.29,2006
"Jalisco","Credencializados en la sección",68.26,2006
"México","Credencializados en la sección",73.9,2006
"Michoacán","Credencializados en la sección",77.47,2006
"Morelos","Credencializados en la sección",79.6,2006
"Nayarit","Credencializados en la sección",77.69,2006
"Nuevo León","Credencializados en la sección",68.47,2006
"Oaxaca","Credencializados en la sección",84.61,2006
"Puebla","Credencializados en la sección",79.42,2006
"Querétaro","Credencializados en la sección",76.82,2006
"Quintana Roo","Credencializados en la sección",64.41,2006
"San Luis Potosí","Credencializados en la sección",77.97,2006
"Sinaloa","Credencializados en la sección",68.9,2006
"Sonora","Credencializados en la sección",71.14,2006
"Tabasco","Credencializados en la sección",78.54,2006
"Tamaulipas","Credencializados en la sección",68.62,2006
"Tlaxcala","Credencializados en la sección",79.5,2006
"Veracruz","Credencializados en la sección",81.28,2006
"Yucatán","Credencializados en la sección",77.64,2006
"Zacatecas","Credencializados en la sección",76.52,2006
"Nacional","Credencializados en la sección",73.73,2008
"Aguascalientes","Credencializados en la sección",75.35,2008
"Baja California","Credencializados en la sección",62.5,2008
"Baja California Sur","Credencializados en la sección",57.44,2008
"Campeche","Credencializados en la sección",72.42,2008
"Coahuila","Credencializados en la sección",73.95,2008
"Colima","Credencializados en la sección",67.08,2008
"Chiapas","Credencializados en la sección",74.75,2008
"Chihuahua","Credencializados en la sección",68.32,2008
"Ciudad de México","Credencializados en la sección",78.64,2008
"Durango","Credencializados en la sección",75.51,2008
"Guanajuato","Credencializados en la sección",75.55,2008
"Guerrero","Credencializados en la sección",70.66,2008
"Hidalgo","Credencializados en la sección",78.02,2008
"Jalisco","Credencializados en la sección",67.83,2008
"México","Credencializados en la sección",73.81,2008
"Michoacán","Credencializados en la sección",72.75,2008
"Morelos","Credencializados en la sección",73.31,2008
"Nayarit","Credencializados en la sección",72.06,2008
"Nuevo León","Credencializados en la sección",73.95,2008
"Oaxaca","Credencializados en la sección",75.8,2008
"Puebla","Credencializados en la sección",73.54,2008
"Querétaro","Credencializados en la sección",75.9,2008
"Quintana Roo","Credencializados en la sección",60.14,2008
"San Luis Potosí","Credencializados en la sección",77.81,2008
"Sinaloa","Credencializados en la sección",71.43,2008
"Sonora","Credencializados en la sección",68.17,2008
"Tabasco","Credencializados en la sección",76.55,2008
"Tamaulipas","Credencializados en la sección",72.23,2008
"Tlaxcala","Credencializados en la sección",79.99,2008
"Veracruz","Credencializados en la sección",77.98,2008
"Yucatán","Credencializados en la sección",76.84,2008
"Zacatecas","Credencializados en la sección",80.36,2008
"Nacional","Credencializados en la sección",75.09,2009
"Aguascalientes","Credencializados en la sección",78.07,2009
"Baja California","Credencializados en la sección",61.13,2009
"Baja California Sur","Credencializados en la sección",68.36,2009
"Campeche","Credencializados en la sección",73.12,2009
"Coahuila","Credencializados en la sección",69.48,2009
"Colima","Credencializados en la sección",76.85,2009
"Chiapas","Credencializados en la sección",78.97,2009
"Chihuahua","Credencializados en la sección",70.6,2009
"Ciudad de México","Credencializados en la sección",78.72,2009
"Durango","Credencializados en la sección",75.59,2009
"Guanajuato","Credencializados en la sección",76.51,2009
"Guerrero","Credencializados en la sección",71.44,2009
"Hidalgo","Credencializados en la sección",74.55,2009
"Jalisco","Credencializados en la sección",70.41,2009
"México","Credencializados en la sección",73.77,2009
"Michoacán","Credencializados en la sección",73.52,2009
"Morelos","Credencializados en la sección",78.18,2009
"Nayarit","Credencializados en la sección",71.84,2009
"Nuevo León","Credencializados en la sección",76.83,2009
"Oaxaca","Credencializados en la sección",80.51,2009
"Puebla","Credencializados en la sección",79.2,2009
"Querétaro","Credencializados en la sección",75.09,2009
"Quintana Roo","Credencializados en la sección",64.65,2009
"San Luis Potosí","Credencializados en la sección",80.05,2009
"Sinaloa","Credencializados en la sección",71.35,2009
"Sonora","Credencializados en la sección",70.24,2009
"Tabasco","Credencializados en la sección",79.44,2009
"Tamaulipas","Credencializados en la sección",71.65,2009
"Tlaxcala","Credencializados en la sección",82.29,2009
"Veracruz","Credencializados en la sección",79.07,2009
"Yucatán","Credencializados en la sección",81.84,2009
"Zacatecas","Credencializados en la sección",78.49,2009
"Nacional","Credencializados en la sección",72.92,2011
"Aguascalientes","Credencializados en la sección",73.48,2011
"Baja California","Credencializados en la sección",64.02,2011
"Baja California Sur","Credencializados en la sección",60.68,2011
"Campeche","Credencializados en la sección",73.49,2011
"Coahuila","Credencializados en la sección",72.61,2011
"Colima","Credencializados en la sección",67.56,2011
"Chiapas","Credencializados en la sección",76.12,2011
"Chihuahua","Credencializados en la sección",74.01,2011
"Ciudad de México","Credencializados en la sección",77.93,2011
"Durango","Credencializados en la sección",74.56,2011
"Guanajuato","Credencializados en la sección",73.89,2011
"Guerrero","Credencializados en la sección",72.61,2011
"Hidalgo","Credencializados en la sección",77.05,2011
"Jalisco","Credencializados en la sección",69.88,2011
"México","Credencializados en la sección",72.23,2011
"Michoacán","Credencializados en la sección",68.02,2011
"Morelos","Credencializados en la sección",75.07,2011
"Nayarit","Credencializados en la sección",69.12,2011
"Nuevo León","Credencializados en la sección",69.38,2011
"Oaxaca","Credencializados en la sección",77.69,2011
"Puebla","Credencializados en la sección",75.3,2011
"Querétaro","Credencializados en la sección",67.68,2011
"Quintana Roo","Credencializados en la sección",64.69,2011
"San Luis Potosí","Credencializados en la sección",76.47,2011
"Sinaloa","Credencializados en la sección",69.49,2011
"Sonora","Credencializados en la sección",69.7,2011
"Tabasco","Credencializados en la sección",75.29,2011
"Tamaulipas","Credencializados en la sección",68.35,2011
"Tlaxcala","Credencializados en la sección",81.34,2011
"Veracruz","Credencializados en la sección",74.17,2011
"Yucatán","Credencializados en la sección",77.84,2011
"Zacatecas","Credencializados en la sección",78.08,2011
"Nacional","Credencializados en la sección",76.2,2012
"Aguascalientes","Credencializados en la sección",76.15,2012
"Baja California","Credencializados en la sección",72.69,2012
"Baja California Sur","Credencializados en la sección",68.21,2012
"Campeche","Credencializados en la sección",73.6,2012
"Coahuila","Credencializados en la sección",73.91,2012
"Colima","Credencializados en la sección",75.25,2012
"Chiapas","Credencializados en la sección",79.58,2012
"Chihuahua","Credencializados en la sección",71.42,2012
"Ciudad de México","Credencializados en la sección",81.72,2012
"Durango","Credencializados en la sección",80.95,2012
"Guanajuato","Credencializados en la sección",73.14,2012
"Guerrero","Credencializados en la sección",75.44,2012
"Hidalgo","Credencializados en la sección",78.72,2012
"Jalisco","Credencializados en la sección",73.25,2012
"México","Credencializados en la sección",76.36,2012
"Michoacán","Credencializados en la sección",76.7,2012
"Morelos","Credencializados en la sección",78.19,2012
"Nayarit","Credencializados en la sección",74.12,2012
"Nuevo León","Credencializados en la sección",73.01,2012
"Oaxaca","Credencializados en la sección",79.22,2012
"Puebla","Credencializados en la sección",81.39,2012
"Querétaro","Credencializados en la sección",71.28,2012
"Quintana Roo","Credencializados en la sección",65.29,2012
"San Luis Potosí","Credencializados en la sección",75.45,2012
"Sinaloa","Credencializados en la sección",69.46,2012
"Sonora","Credencializados en la sección",75.16,2012
"Tabasco","Credencializados en la sección",79.86,2012
"Tamaulipas","Credencializados en la sección",79.07,2012
"Tlaxcala","Credencializados en la sección",80.51,2012
"Veracruz","Credencializados en la sección",75.32,2012
"Yucatán","Credencializados en la sección",79.96,2012
"Zacatecas","Credencializados en la sección",78.17,2012
"Nacional","Credencializados en la sección",73.67,2014
"Aguascalientes","Credencializados en la sección",71.24,2014
"Baja California","Credencializados en la sección",67.2,2014
"Baja California Sur","Credencializados en la sección",66.27,2014
"Campeche","Credencializados en la sección",77.4,2014
"Coahuila","Credencializados en la sección",74.54,2014
"Colima","Credencializados en la sección",69.16,2014
"Chiapas","Credencializados en la sección",75.63,2014
"Chihuahua","Credencializados en la sección",71.14,2014
"Ciudad de México","Credencializados en la sección",76.04,2014
"Durango","Credencializados en la sección",77.52,2014
"Guanajuato","Credencializados en la sección",73.72,2014
"Guerrero","Credencializados en la sección",75.19,2014
"Hidalgo","Credencializados en la sección",75.24,2014
"Jalisco","Credencializados en la sección",73.26,2014
"México","Credencializados en la sección",71.5,2014
"Michoacán","Credencializados en la sección",76.18,2014
"Morelos","Credencializados en la sección",77.32,2014
"Nayarit","Credencializados en la sección",71.87,2014
"Nuevo León","Credencializados en la sección",69.24,2014
"Oaxaca","Credencializados en la sección",74.21,2014
"Puebla","Credencializados en la sección",75.03,2014
"Querétaro","Credencializados en la sección",80.03,2014
"Quintana Roo","Credencializados en la sección",57.9,2014
"San Luis Potosí","Credencializados en la sección",78.93,2014
"Sinaloa","Credencializados en la sección",69.56,2014
"Sonora","Credencializados en la sección",65.03,2014
"Tabasco","Credencializados en la sección",77.99,2014
"Tamaulipas","Credencializados en la sección",75.87,2014
"Tlaxcala","Credencializados en la sección",77.28,2014
"Veracruz","Credencializados en la sección",77.58,2014
"Yucatán","Credencializados en la sección",76.92,2014
"Zacatecas","Credencializados en la sección",73.09,2014
"Nacional","Credencializados en la sección",78.57,2015
"Nacional","Credencializados en la sección",81.07,2017
"Aguascalientes","Credencializados en la sección",79.48,2017
"Baja California","Credencializados en la sección",76.3,2017
"Baja California Sur","Credencializados en la sección",76.04,2017
"Campeche","Credencializados en la sección",80.19,2017
"Coahuila","Credencializados en la sección",80.33,2017
"Colima","Credencializados en la sección",76.95,2017
"Chiapas","Credencializados en la sección",87.24,2017
"Chihuahua","Credencializados en la sección",82.02,2017
"Ciudad de México","Credencializados en la sección",81.62,2017
"Durango","Credencializados en la sección",78.14,2017
"Guanajuato","Credencializados en la sección",83.71,2017
"Guerrero","Credencializados en la sección",82.7,2017
"Hidalgo","Credencializados en la sección",82.46,2017
"Jalisco","Credencializados en la sección",77.93,2017
"México","Credencializados en la sección",79.63,2017
"Michoacán","Credencializados en la sección",82.92,2017
"Morelos","Credencializados en la sección",80.18,2017
"Nayarit","Credencializados en la sección",81.9,2017
"Nuevo León","Credencializados en la sección",75.77,2017
"Oaxaca","Credencializados en la sección",83.62,2017
"Puebla","Credencializados en la sección",82.93,2017
"Querétaro","Credencializados en la sección",81.36,2017
"Quintana Roo","Credencializados en la sección",67.94,2017
"San Luis Potosí","Credencializados en la sección",87.34,2017
"Sinaloa","Credencializados en la sección",82.45,2017
"Sonora","Credencializados en la sección",77.8,2017
"Tabasco","Credencializados en la sección",88.21,2017
"Tamaulipas","Credencializados en la sección",84.99,2017
"Tlaxcala","Credencializados en la sección",82.75,2017
"Veracruz","Credencializados en la sección",81.09,2017
"Yucatán","Credencializados en la sección",81.19,2017
"Zacatecas","Credencializados en la sección",81.4,2017
"Nacional","Demanda Potencial de Solicitdes de Credencial",27.5,2003
"Aguascalientes","Demanda Potencial de Solicitdes de Credencial",28.82,2003
"Baja California","Demanda Potencial de Solicitdes de Credencial",39.45,2003
"Baja California Sur","Demanda Potencial de Solicitdes de Credencial",38.19,2003
"Campeche","Demanda Potencial de Solicitdes de Credencial",28.24,2003
"Coahuila","Demanda Potencial de Solicitdes de Credencial",31.33,2003
"Colima","Demanda Potencial de Solicitdes de Credencial",33.37,2003
"Chiapas","Demanda Potencial de Solicitdes de Credencial",26.23,2003
"Chihuahua","Demanda Potencial de Solicitdes de Credencial",34.23,2003
"Ciudad de México","Demanda Potencial de Solicitdes de Credencial",22.23,2003
"Durango","Demanda Potencial de Solicitdes de Credencial",27.31,2003
"Guanajuato","Demanda Potencial de Solicitdes de Credencial",22.15,2003
"Guerrero","Demanda Potencial de Solicitdes de Credencial",31.55,2003
"Hidalgo","Demanda Potencial de Solicitdes de Credencial",24.39,2003
"Jalisco","Demanda Potencial de Solicitdes de Credencial",30.18,2003
"México","Demanda Potencial de Solicitdes de Credencial",23.43,2003
"Michoacán","Demanda Potencial de Solicitdes de Credencial",31.62,2003
"Morelos","Demanda Potencial de Solicitdes de Credencial",22.86,2003
"Nayarit","Demanda Potencial de Solicitdes de Credencial",23.16,2003
"Nuevo León","Demanda Potencial de Solicitdes de Credencial",26.81,2003
"Oaxaca","Demanda Potencial de Solicitdes de Credencial",28.66,2003
"Puebla","Demanda Potencial de Solicitdes de Credencial",29.33,2003
"Querétaro","Demanda Potencial de Solicitdes de Credencial",22.57,2003
"Quintana Roo","Demanda Potencial de Solicitdes de Credencial",32.62,2003
"San Luis Potosí","Demanda Potencial de Solicitdes de Credencial",31.25,2003
"Sinaloa","Demanda Potencial de Solicitdes de Credencial",29.25,2003
"Sonora","Demanda Potencial de Solicitdes de Credencial",26.46,2003
